id,eng_Latn,hin_Deva,kan_Knda,tam_Taml
132,She came to this conclusion due to the multitude of positive comments and encouragement sent to her by both female and male individuals urging that contraception medication be considered a medical necessity.,"महिला और पुरुष, दोनों की ओर से बड़ी संख्या में मिले सकारात्मक कमेंट और प्रोत्साहन की वजह से वे इस नतीजे पर पहुँची कि गर्भनिरोधक दवाओं को ज़रूरी दवाओं के तौर पर स्वीकार किया जाना चाहिए.","ಆಕೆಯು ಈ ನಿರ್ಧಾರಕ್ಕೆ ಬರಲು, ಗರ್ಭನಿರೋಧಕ ಔಷಧಿಗಳನ್ನು ವೈದ್ಯಕೀಯ ಅಗತ್ಯವೆಂದು ಪರಿಗಣಿಸಬೇಕೆಂದು ಒತ್ತಾಯಿಸಿ ಮಹಿಳೆಯರು ಮತ್ತು ಪುರುಷರು ಕಳುಹಿಸಿದ ಸಕಾರಾತ್ಮಕ ಪ್ರತಿಕ್ರಿಯೆಗಳು ಮತ್ತು ಪ್ರೋತ್ಸಾಹವು ಕಾರಣವಾಯಿತು.",கருத்தடை மருந்து ஒரு மருத்துவ தேவையாக என்றும் கருதபட்டு வலியுறுத்தி மேலும் பெண் மற்றும் ஆண் தனிநபர்களாக அவருக்கு அனுப்பிவிடப்பட்ட பல நேர்மையான நல்ல கருத்துகள் மட்டும் அல்ல அவரின் ஊக்கம் காரணமாக அவர் இந்த முடிவுக்கு வத்தார்.
133,"When the fighting ceased after the wounded were transported to the hospital, about 40 of the other remaining inmates stayed in the yard and refused to return to their cells.","जब घायलों को लड़ाई बंद होने के बाद अस्पताल ले जाया गया, तो लगभग 40 अन्य बचे हुए कैदी यार्ड में रुके और अपनी कोठरियों में लौटने से इनकार कर दिया.","ಗಾಯಾಳುಗಳನ್ನು ಆಸ್ಪತ್ರೆಗೆ ಸಾಗಿಸಿದ ನಂತರ ಹೋರಾಟ ನಿಲ್ಲಿಸಿದಾಗ, ಉಳಿದ 40 ಕೈದಿಗಳು ಹೊಲದಲ್ಲಿಯೇ ಉಳಿದು ತಮ್ಮ ಕಿರುಕೋಣೆಗಳಿಗೆ ಮರಳಲು ನಿರಾಕರಿಸಿದರು.","காயமுற்றவர்கள் மருத்துவமனைக்கு கொண்டு செல்லப்பட்ட பின்னர் சண்டை நின்றபோது, எஞ்சியிருந்த மற்ற கைதிகளில் சுமார் 40 பேர் முற்றத்தில் தங்கி, தங்கள் சிறைக்கு திரும்ப மறுத்துவிட்டனர்."
134,"Negotiators tried to rectify the situation, but the prisoners' demands are not clear.","बातचीत करने वालों ने स्थिति को सुधारने की कोशिश की, लेकिन कैदियों की माँग स्पष्ट नहीं है.","ಅಧಿಕಾರಿಗಳು ಪರಿಸ್ಥಿತಿಯನ್ನು ತಿಳಿಗೊಳಿಸಲು ಪ್ರಯತ್ನಿಸಿದರು, ಆದರೆ ಕೈದಿಗಳ ಬೇಡಿಕೆಗಳು ಸ್ಪಷ್ಟವಾಗಿರಲಿಲ್ಲ.","பேச்சுவார்த்தையாளர்கள் நிலைமையைச் சரிசெய்ய முயன்றனர், ஆனால் கைதிகளின் கோரிக்கைகள் தெளிவாக இல்லை."
135,"Between 10:00-11:00 pm MDT, a fire was started by the inmates in the yard.","10: 00-11: 00 बजे एमडीटी के बीच, यार्ड में कैदियों द्वारा आग लगा दी गई थी.","10:00-11:00 pm MDT ನಡುವೆ, ಹೊಲದಲ್ಲಿ ಕೈದಿಗೆ ಬೆಂಕಿ ಕಾಣಿಸಿಕೊಂಡಿದೆ.","இரவு 10:00-11:00 pm MDT மணிக்கு இடையில், முற்றத்தில் இருந்த கைதிகளால் தீ வைக்கப்பட்டது."
136,"Soon, officers equipped with riot gear entered the yard and cornered the inmates with tear gas.","जल्द ही, दंगा संबंधी उपकरणों से लैस अधिकारियों ने अहाते में प्रवेश किया और कैदियों को आंसू गैस की मदद से काबू में कर लिया।","ಕೂಡಲೇ, ಗಲಭೆ ನಿಯಂತ್ರಣ ಸಾಧನಗಳನ್ನು ಧರಿಸಿರುವ ಅಧಿಕಾರಿಗಳು ಅಂಗಳಕ್ಕೆ ಪ್ರವೇಶಿಸಿ ಕೈದಿಗಳನ್ನು ಅಶ್ರುವಾಯು ಪ್ರಯೋಗಿಸುವ ಮೂಲಕ ಪರಿಸ್ಥಿತಿಯನ್ನು ತಹಬದಿಗೆ ತಂದರು.","இதையடுத்து, கலவர தடுப்பு கவசத்துடன், அதிகாரிகள் அந்த முற்றத்திற்குள் நுழைந்து, கண்ணீர் புகை குண்டுகளை உள்ளிருப்பவர்கள் மீது வீசினர்."
137,Fire rescue crews eventually doused the fire by 11:35 pm.,11:35 बजे अग्नि बचाव दल ने अंततः आग बुझा दी थी.,ಅಗ್ನಿಶಾಮಕ ದಳದ ಸಿಬ್ಬಂದಿಗಳು ಕೊನೆಗೂ  ರಾತ್ರಿ ಸುಮಾರು 11:35 ರ ಹೊತ್ತಿಗೆ ಬೆಂಕಿಯನ್ನು ಶಮನಮಾಡುವಲ್ಲಿ ಸಫಲರಾದರು.,தீயணைப்பு மீட்பு குழுவினரால் இரவு   11:35 மணியளவில் தீ அணைக்கப்பட்டது.
138,"After the dam was built in 1963, the seasonal floods that would spread sediment throughout the river were halted.","1963 में बाँध बनने के बाद, मौसमी बाढ़ जो पूरे नदी में तलछट फैला देगी वह रुक गई थी.","1963 ರಲ್ಲಿ ಆಣೆಕಟ್ಟು  ನಿರ್ಮಾಣವಾದ ನಂತರ , ನದಿಯ ಉದ್ದಕ್ಕೂ ಕೆಸರು ತಂದು ಹಾಕುವ, ಕಾಲಕಾಲಕ್ಕೆ ಉಂಟಾಗುವ ಪ್ರವಾಹಗಳು  ನಿಂತುಹೋದವು.","1963 இல் அணை கட்டப்பட்ட பிறகு, ஆறு முழுவதும் படிவுகளைப் பரப்பும் பருவகால வெள்ளம் தடுக்கப்பட்டது."
139,"This sediment was necessary for creating sandbars and beaches, which served as wildlife habitats.",वाइल्डलाइफ़ हैबिटेंट्स के रूप में काम करने वाली रेती और तटों को बनाने के लिए गाद ज़रूरी थी.,"ಈ ರೀತಿಯ ಕೆಸರು ಮರಳುತೀರಗಳು ಹಾಗೂ ಕಡಲತೀರಗಳು  ರಚನೆಗೆ ಅಗತ್ಯವಾಗಿದೆ,  ಅಲ್ಲದೆ ಇದು ಕಾಡುಪ್ರಾಣಿಗಳ ಆವಾಸಸ್ಥಾನವು ಆಗಿದೆ.",வனவிலங்குகளின் வாழ்விடமாக விளங்கும் மணல் பட்டைகள் மற்றும் கடற்கரைகளை உருவாக்க இந்த வண்டல் அவசியம்.
140,"As a result, two fish species have become extinct, and two others have become endangered, including the humpback chub.","जिस कारण, दो मछली की प्रजातियाँ विलुप्त हो गई हैं और अन्य दो लुप्तप्राय हो गई हैं, जिसमें हंपबैक चूब भी शामिल है.","ಇದರ ಫಲಿತಾಂಶವಾಗಿ, ಹ್ಯಾಂಪ್‌ಬ್ಯಾಕ್‌ ಚಬ್‌ ಸೇರಿದಂತೆ ಎರಡು ಮೀನು ಪ್ರಭೇದಗಳು ಅಳಿದವು ಮತ್ತು ಎರಡು ಇತರೆ ಅಳಿವಿನಂಚಿನಲ್ಲಿವೆ.","இதன் விளைவாக, இரண்டு(2) மீன் வகைகள் அழிந்துவிட்டன, மேலும் ஹம்ப்பேக்  சப் உட்பட மற்ற இரண்டு (2) அழியும் நிலையில் உள்ளன."
141,"Although the water level will only rise a few feet after the flood, officials are hoping it will be enough to restore eroded sandbars downstream.","हालाँकि, बाढ़ के बाद पानी का स्तर सिर्फ़ कुछ ही फ़ीट बढ़ेगा, लेकिन अधिकारी उम्मीद कर रहे हैं कि यह निचले स्तर के सैंडबार्स को फिर से बहाल करने के लिए काफ़ी होगा.","ಪ್ರವಾಹದ ಬಳಿಕ ನೀರಿನ ಮಟ್ಟವು ಕೆಲವು ಅಡಿಗಳಷ್ಟು ಏರಿಕೆಯಾಗಲಿದ್ದು, ಮಣ್ಣಿನ ಕೊರೆತವನ್ನು ತಪ್ಪಿಸಲು ಕೆಳಭಾಗದಲ್ಲಿ ಸವೆತ ತಡೆಗಟ್ಟುವ ಸ್ಯಾಂಡ್‌ಬಾರ್‌ಗಳನ್ನು ಸ್ಥಾಪಿಸಿದರೆ ಸಾಕು ಎಂಬುದಾಗಿ ಅಧಿಕಾರಿಗಳು ಆಶಿಸುತ್ತಾರೆ.","வெள்ளத்திற்குப் பிறகு சில அடி மட்டுமே நீர் மட்டம் உயரும் என்றாலும், அரிக்கப்படும் மணல் பட்டிகளைக் கீழ்நிலைக்கு மீட்டெடுக்க இது போதுமானதாக இருக்கும் என்று அதிகாரிகள் நம்புகின்றனர்."
142,"No tsunami warning has been issued, and according to the Jakarta geophysics agency, no tsunami warning will be issued because the quake did not meet the magnitude 6.5 requirement.","कोई सुनामी की चेतावनी जारी नहीं की गई है, और जकार्ता भूभौतिकी एजेंसी के अनुसार, कोई सुनामी की चेतावनी जारी भी नहीं की जाएगी क्योंकि भूकंप 6.5 की आवश्यकता को पूरा नहीं करता था।","ಯಾವುದೇ ಸುನಾಮಿ ಎಚ್ಚರಿಕೆಯನ್ನು ನೀಡಿಲ್ಲ ಮತ್ತು ಜಕಾರ್ತಾ ಭೂವಿಜ್ಞಾನ ಏಜೆನ್ಸಿಯ ಪ್ರಕಾರ, ಯಾವುದೇ ಸುನಾಮಿ ಎಚ್ಚರಿಕೆಯನ್ನು ನೀಡುವುದಿಲ್ಲ. ಯಾಕೆಂದರೆ, ಭೂಕಂಪವು 6.5 ತೀವ್ರತೆಯನ್ನು ಹೊಂದಿಲ್ಲ.","சுனாமி எச்சரிக்கை எதுவும் வெளியிடபடவில்லை, ஜகார்த்தா புவி இயற்பியல் நிறுவனத்தின் படி நிலநடுக்க அளவு  6.5 என்ற தேவையை எட்டாததால், சுனாமி எச்சரிக்கை எதுவும் வெளியிடபடாது."
